intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	fold_change_effect_size	log_2_FC_effect_size	pct_change_effect_size	standard_error_fold_change	standard_error_log_2_FC	standard_error_pct_change	lower_CI_95_fold_change	upper_CI_95_fold_change	lower_CI_95_log_2_FC	upper_CI_95_log_2_FC	lower_CI_95_pct_change	upper_CI_95_pct_change	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids	include_in_fdr	sceptre_adj_p_value_wo_pos_controls	significant_wo_pos_controls_20fdr	power_at_effect_size_2_wo_pos_controls_20fdr	power_at_effect_size_3_wo_pos_controls_20fdr	power_at_effect_size_5_wo_pos_controls_20fdr	power_at_effect_size_10_wo_pos_controls_20fdr	power_at_effect_size_15_wo_pos_controls_20fdr	power_at_effect_size_20_wo_pos_controls_20fdr	power_at_effect_size_25_wo_pos_controls_20fdr	power_at_effect_size_50_wo_pos_controls_20fdr	mean_sim_pert_cells	resized_merged_targeting_chr_hg38	resized_merged_targeting_start_hg38	resized_merged_targeting_end_hg38	resized_merged_element_gene_pair_identifier_hg38	ubiq_category	direct_rate_negative	indirect_rate_negative	direct_vs_indirect_negative	direct_rate_positive	indirect_rate_positive	direct_vs_indirect_positive	element_category
chr1:26360295-26360596	chr1	26360295	26360596	chr1:26686786-26687087	chr1	26686786	26687087	RPA2|chr1:26360295-26360596	RPA2|chr1:26686786-26687087	RPA2	ENSG00000117748	WTC11	0.999483275	-7.46E-04	-0.051672515	0.017992469	0.025971065	1.799246876	0.964218036	1.034748514	-0.051648958	0.050157619	-3.578196391	3.474851361	0.844	0.984292354	FALSE	1554321	1554351.5	chr1	27914745	27914746	promoter	CRYBG2	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.1	0.14	0.31	0.74	0.93	1	1	1	NA	NA	chr1:26686786-26687087	enh	"WTC11_Random_Screen_Crop_807,WTC11_Random_Screen_Crop_808,WTC11_Random_Screen_Crop_809,WTC11_Random_Screen_Crop_810,WTC11_Random_Screen_Crop_811,WTC11_Random_Screen_Crop_812,WTC11_Random_Screen_Crop_813,WTC11_Random_Screen_Crop_814,WTC11_Random_Screen_Crop_815,WTC11_Random_Screen_Crop_816,WTC11_Random_Screen_Crop_817,WTC11_Random_Screen_Crop_818,WTC11_Random_Screen_Crop_819,WTC11_Random_Screen_Crop_820,WTC11_Random_Screen_Crop_821"	TRUE	0.987164915	FALSE	0.12	0.18	0.33	0.76	0.94	1	1	1	814	chr1	26360196	26360695	RPA2|chr1:26360196-26360695	Ubiq. expr. gene	3.11E-04	0.005946309	0.049762091	4.39E-04	0.007651007	0.054261777	NA
chr1:27004738-27005039	chr1	27004738	27005039	chr1:27331229-27331530	chr1	27331229	27331530	ZNF593|chr1:27004738-27005039	ZNF593|chr1:27331229-27331530	ZNF593	ENSG00000142684	WTC11	0.9959591	-0.005841598	-0.404090044	0.016305048	0.023618653	1.630504834	0.964001205	1.027916994	-0.052134158	0.040450962	-3.599879518	2.79169943	0.844	0.984292354	FALSE	834980	834992.5	chr1	26169871	26169872	distal	NA	NA	TENT5B	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.11	0.18	0.22	0.78	0.95	0.99	1	1	NA	NA	chr1:27331229-27331530	enh	"WTC11_Random_Screen_Crop_1071,WTC11_Random_Screen_Crop_1072,WTC11_Random_Screen_Crop_1073,WTC11_Random_Screen_Crop_1074,WTC11_Random_Screen_Crop_1075,WTC11_Random_Screen_Crop_1076,WTC11_Random_Screen_Crop_1077,WTC11_Random_Screen_Crop_1078,WTC11_Random_Screen_Crop_1079,WTC11_Random_Screen_Crop_1080,WTC11_Random_Screen_Crop_1081,WTC11_Random_Screen_Crop_1082,WTC11_Random_Screen_Crop_1083,WTC11_Random_Screen_Crop_1084,WTC11_Random_Screen_Crop_1085"	TRUE	0.987164915	FALSE	0.12	0.19	0.25	0.8	0.97	0.99	1	1	745	chr1	27004639	27005138	ZNF593|chr1:27004639-27005138	Ubiq. expr. gene	7.11E-04	0.005946309	0.106794311	5.90E-04	0.007651007	0.071589301	High H3K27ac
chr1:27350163-27350676	chr1	27350163	27350676	chr1:27676654-27677167	chr1	27676654	27677167	ARID1A|chr1:27350163-27350676	ARID1A|chr1:27676654-27677167	ARID1A	ENSG00000117713	WTC11	0.99733684	-0.003847254	-0.26631604	0.01231652	0.01781643	1.231651984	0.973196461	1.021477218	-0.038767456	0.031072949	-2.680353928	2.147721848	0.844	0.984292354	FALSE	657183	654389.5	chr1	26693236	26693237	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.13	0.26	0.4	0.91	1	1	1	1	NA	NA	chr1:27676654-27677167	enh	"WTC11_Random_Screen_Crop_1176,WTC11_Random_Screen_Crop_1177,WTC11_Random_Screen_Crop_1178,WTC11_Random_Screen_Crop_1179,WTC11_Random_Screen_Crop_1180,WTC11_Random_Screen_Crop_1181,WTC11_Random_Screen_Crop_1182,WTC11_Random_Screen_Crop_1183,WTC11_Random_Screen_Crop_1184,WTC11_Random_Screen_Crop_1185,WTC11_Random_Screen_Crop_1186,WTC11_Random_Screen_Crop_1187,WTC11_Random_Screen_Crop_1188,WTC11_Random_Screen_Crop_1189,WTC11_Random_Screen_Crop_1190,WTC11_Random_Screen_Crop_1191,WTC11_Random_Screen_Crop_1192,WTC11_Random_Screen_Crop_1193,WTC11_Random_Screen_Crop_1194,WTC11_Random_Screen_Crop_1195,WTC11_Random_Screen_Crop_1196,WTC11_Random_Screen_Crop_1197,WTC11_Random_Screen_Crop_1198,WTC11_Random_Screen_Crop_1199,WTC11_Random_Screen_Crop_1200,WTC11_Random_Screen_Crop_1201"	TRUE	0.987164915	FALSE	0.17	0.29	0.42	0.91	1	1	1	1	1492	chr1	27350164	27350676	ARID1A|chr1:27350164-27350676	Other gene	9.77E-04	0.005946309	0.141147017	6.61E-04	0.007651007	0.079539868	H3K27me3 element
chr1:27604029-27604330	chr1	27604029	27604330	chr1:27930540-27930841	chr1	27930540	27930841	CEP85|chr1:27604029-27604330	CEP85|chr1:27930540-27930841	CEP85	ENSG00000130695	WTC11	0.995904311	-0.005920964	-0.409568911	0.024785	0.035904249	2.478500017	0.947325711	1.044482911	-0.076293293	0.064451365	-5.267428945	4.448291123	0.844	0.984292354	FALSE	1369999	1370027.5	chr1	26234153	26234154	promoter	AHDC1	NA	AHDC1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.07	0.07	0.15	0.5	0.92	0.99	1	1	NA	NA	chr1:27930540-27930841	enh	"WTC11_Random_Screen_Crop_1366,WTC11_Random_Screen_Crop_1367,WTC11_Random_Screen_Crop_1368,WTC11_Random_Screen_Crop_1369,WTC11_Random_Screen_Crop_1370,WTC11_Random_Screen_Crop_1371,WTC11_Random_Screen_Crop_1372,WTC11_Random_Screen_Crop_1373,WTC11_Random_Screen_Crop_1374,WTC11_Random_Screen_Crop_1375,WTC11_Random_Screen_Crop_1376,WTC11_Random_Screen_Crop_1377,WTC11_Random_Screen_Crop_1378,WTC11_Random_Screen_Crop_1379,WTC11_Random_Screen_Crop_1380"	TRUE	0.987164915	FALSE	0.08	0.09	0.18	0.56	0.94	0.99	1	1	773	chr1	27603930	27604429	CEP85|chr1:27603930-27604429	Other gene	3.68E-04	0.005946309	0.058317999	4.66E-04	0.007651007	0.057427265	NA
chr1:89808556-89808857	chr1	89808556	89808857	chr1:90274115-90274416	chr1	90274115	90274416	KYAT3|chr1:89808556-89808857	KYAT3|chr1:90274115-90274416	KYAT3	ENSG00000137944	WTC11	0.993405636	-0.009545163	-0.659436414	0.038121797	0.055363212	3.812179662	0.918686914	1.068124357	-0.118057059	0.098966732	-8.131308551	6.812435723	0.844	0.984292354	FALSE	815629	815746.5	chr1	88992952	88992953	distal	NA	NA	AC093423.3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.02	0.05	0.11	0.35	0.74	0.9	1	1	NA	NA	chr1:90274115-90274416	enh	"WTC11_Random_Screen_Crop_2174,WTC11_Random_Screen_Crop_2175,WTC11_Random_Screen_Crop_2176,WTC11_Random_Screen_Crop_2177,WTC11_Random_Screen_Crop_2178,WTC11_Random_Screen_Crop_2179,WTC11_Random_Screen_Crop_2180,WTC11_Random_Screen_Crop_2181,WTC11_Random_Screen_Crop_2182,WTC11_Random_Screen_Crop_2183,WTC11_Random_Screen_Crop_2184,WTC11_Random_Screen_Crop_2185,WTC11_Random_Screen_Crop_2186,WTC11_Random_Screen_Crop_2187,WTC11_Random_Screen_Crop_2188"	TRUE	0.987164915	FALSE	0.03	0.05	0.14	0.36	0.76	0.91	1	1	873	chr1	89808457	89808956	KYAT3|chr1:89808457-89808956	Other gene	7.33E-04	0.005946309	0.109802504	5.97E-04	0.007651007	0.072334275	No H3K27ac
chr11:65510793-65511094	chr11	65510793	65511094	chr11:65278264-65278565	chr11	65278264	65278565	SF1|chr11:65510793-65511094	SF1|chr11:65278264-65278565	SF1	ENSG00000168066	WTC11	1.004843994	0.006971535	0.484399416	0.027022786	0.038797704	2.702278604	0.951879334	1.057808655	-0.069071964	0.083015034	-4.812066648	5.78086548	0.844	0.984292354	FALSE	732156	732099.5	chr11	64778785	64778786	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.05	0.07	0.14	0.44	0.68	0.9	0.99	1	NA	NA	chr11:65278264-65278565	enh	"WTC11_Random_Screen_Crop_4304,WTC11_Random_Screen_Crop_4305,WTC11_Random_Screen_Crop_4306,WTC11_Random_Screen_Crop_4307,WTC11_Random_Screen_Crop_4308,WTC11_Random_Screen_Crop_4309,WTC11_Random_Screen_Crop_4310"	TRUE	0.987164915	FALSE	0.06	0.08	0.18	0.49	0.69	0.91	0.99	1	349	chr11	65510694	65511193	SF1|chr11:65510694-65511193	Other gene	8.47E-04	0.005946309	0.124627402	6.28E-04	0.007651007	0.075857491	H3K27ac
chr11:65706265-65706566	chr11	65706265	65706566	chr11:65473736-65474037	chr11	65473736	65474037	DRAP1|chr11:65706265-65706566	DRAP1|chr11:65473736-65474037	DRAP1	ENSG00000175550	WTC11	1.004683622	0.006741264	0.468362229	0.016205216	0.023270197	1.620521641	0.972921398	1.036445846	-0.038868321	0.052350849	-2.707860187	3.644584645	0.844	0.984292354	FALSE	212859	212840.5	chr11	65919257	65919258	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.09	0.04	0.15	0.38	0.81	0.92	1	1	NA	NA	chr11:65473736-65474037	enh	"WTC11_Random_Screen_Crop_4381,WTC11_Random_Screen_Crop_4382,WTC11_Random_Screen_Crop_4383,WTC11_Random_Screen_Crop_4384,WTC11_Random_Screen_Crop_4385,WTC11_Random_Screen_Crop_4386"	TRUE	0.987164915	FALSE	0.1	0.07	0.18	0.4	0.85	0.92	1	1	319	chr11	65706166	65706665	DRAP1|chr11:65706166-65706665	Ubiq. expr. gene	0.004369723	0.005946309	0.423585654	0.001130361	0.007651007	0.128722661	CTCF element
chr11:66001828-66002328	chr11	66001828	66002328	chr11:65769299-65769799	chr11	65769299	65769799	SF1|chr11:66001828-66002328	SF1|chr11:65769299-65769799	SF1	ENSG00000168066	WTC11	0.996394295	-0.005211333	-0.360570464	0.017236741	0.024957349	1.723674058	0.962610284	1.030178307	-0.054127737	0.043705071	-3.738971618	3.01783069	0.844	0.984292354	FALSE	1223291	1223234	chr11	64778785	64778786	promoter	"BANF1,EIF1AD"	"EIF1AD,BANF1"	"BANF1,EIF1AD"	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.12	0.18	0.38	0.73	0.96	1	1	1	NA	BANF1	BANF1_TSS	tss_random	"WTC11_Random_Screen_Crop_4532,WTC11_Random_Screen_Crop_4533,WTC11_Random_Screen_Crop_4534,WTC11_Random_Screen_Crop_4535,WTC11_Random_Screen_Crop_4536,WTC11_Random_Screen_Crop_4537,WTC11_Random_Screen_Crop_4538,WTC11_Random_Screen_Crop_4539,WTC11_Random_Screen_Crop_4540,WTC11_Random_Screen_Crop_4541,WTC11_Random_Screen_Crop_4542,WTC11_Random_Screen_Crop_4543,WTC11_Random_Screen_Crop_4544,WTC11_Random_Screen_Crop_4545,WTC11_Random_Screen_Crop_4546"	TRUE	0.987164915	FALSE	0.12	0.21	0.38	0.77	0.96	1	1	1	915	chr11	66001829	66002328	SF1|chr11:66001829-66002328	Other gene	4.28E-04	0.005946309	0.067152373	4.92E-04	0.007651007	0.060414521	NA
chr12:6867863-6868363	chr12	6867863	6868363	chr12:6977027-6977527	chr12	6977027	6977527	C12orf57|chr12:6867863-6868363	C12orf57|chr12:6977027-6977527	C12orf57	ENSG00000111678	WTC11	1.001259547	0.001815999	0.125954748	0.009367599	0.013497588	0.93675991	0.982899053	1.019620042	-0.024639273	0.028271272	-1.710094675	1.962004172	0.844	0.984292354	FALSE	74864	75703	chr12	6942978	6942979	promoter	TPI1	TPI1	TPI1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.15	0.19	0.36	0.83	1	1	1	1	NA	TPI1	TPI1_TSS_3	tss_random	"WTC11_Random_Screen_Crop_5303,WTC11_Random_Screen_Crop_5304,WTC11_Random_Screen_Crop_5305,WTC11_Random_Screen_Crop_5306,WTC11_Random_Screen_Crop_5307,WTC11_Random_Screen_Crop_5308,WTC11_Random_Screen_Crop_5309,WTC11_Random_Screen_Crop_5310,WTC11_Random_Screen_Crop_5311,WTC11_Random_Screen_Crop_5312,WTC11_Random_Screen_Crop_5313,WTC11_Random_Screen_Crop_5314,WTC11_Random_Screen_Crop_5315,WTC11_Random_Screen_Crop_5316,WTC11_Random_Screen_Crop_5317"	TRUE	0.987164915	FALSE	0.17	0.21	0.38	0.85	1	1	1	1	908	chr12	6867864	6868363	C12orf57|chr12:6867864-6868363	Ubiq. expr. gene	0.017513703	0.005946309	0.746534284	0.001858302	0.007651007	0.195419218	NA
chr12:8527586-8527887	chr12	8527586	8527887	chr12:8680182-8680483	chr12	8680182	8680483	PHB2|chr12:8527586-8527887	PHB2|chr12:8680182-8680483	PHB2	ENSG00000215021	WTC11	1.000563431	8.13E-04	0.056343137	0.006472907	0.009333172	0.647290715	0.987876533	1.013250329	-0.017480387	0.019105649	-1.212346665	1.325032939	0.844	0.984292354	FALSE	1600416	1556983.5	chr12	6970824	6970825	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.16	0.21	0.43	0.89	0.99	1	1	1	NA	NA	chr12:8680182-8680483	enh	"WTC11_Random_Screen_Crop_5813,WTC11_Random_Screen_Crop_5814,WTC11_Random_Screen_Crop_5815,WTC11_Random_Screen_Crop_5816,WTC11_Random_Screen_Crop_5817,WTC11_Random_Screen_Crop_5818,WTC11_Random_Screen_Crop_5819,WTC11_Random_Screen_Crop_5820,WTC11_Random_Screen_Crop_5821,WTC11_Random_Screen_Crop_5822,WTC11_Random_Screen_Crop_5823,WTC11_Random_Screen_Crop_5824,WTC11_Random_Screen_Crop_5825,WTC11_Random_Screen_Crop_5826,WTC11_Random_Screen_Crop_5827"	TRUE	0.987164915	FALSE	0.19	0.23	0.43	0.91	0.99	1	1	1	827	chr12	8527487	8527986	PHB2|chr12:8527487-8527986	Ubiq. expr. gene	3.00E-04	0.005946309	0.0479579	4.33E-04	0.007651007	0.053552698	No H3K27ac
chr16:30658184-30658485	chr16	30658184	30658485	chr16:30669505-30669806	chr16	30669505	30669806	SEPHS2|chr16:30658184-30658485	SEPHS2|chr16:30669505-30669806	SEPHS2	ENSG00000179918	WTC11	0.996649886	-0.004841307	-0.335011441	0.023291773	0.033715878	2.32917733	0.95099801	1.042301761	-0.070924428	0.061241813	-4.900199008	4.230176126	0.844	0.984292354	FALSE	212460	212359.5	chr16	30446180	30446181	promoter	FBRS	NA	FBRS	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.1	0.17	0.19	0.63	0.96	1	1	1	NA	NA	chr16:30669505-30669806	enh	"WTC11_Random_Screen_Crop_6027,WTC11_Random_Screen_Crop_6028,WTC11_Random_Screen_Crop_6029,WTC11_Random_Screen_Crop_6030,WTC11_Random_Screen_Crop_6031,WTC11_Random_Screen_Crop_6032,WTC11_Random_Screen_Crop_6033,WTC11_Random_Screen_Crop_6034,WTC11_Random_Screen_Crop_6035,WTC11_Random_Screen_Crop_6036,WTC11_Random_Screen_Crop_6037,WTC11_Random_Screen_Crop_6038,WTC11_Random_Screen_Crop_6039,WTC11_Random_Screen_Crop_6040,WTC11_Random_Screen_Crop_6041"	TRUE	0.987164915	FALSE	0.12	0.19	0.21	0.67	0.96	1	1	1	1029	chr16	30658085	30658584	SEPHS2|chr16:30658085-30658584	Other gene	0.004380629	0.005946309	0.424194387	0.00113137	0.007651007	0.128822802	NA
chr16:30948338-30948639	chr16	30948338	30948639	chr16:30959659-30959960	chr16	30959659	30959960	PYCARD|chr16:30948338-30948639	PYCARD|chr16:30959659-30959960	PYCARD	ENSG00000103490	WTC11	1.006549975	0.009418804	0.654997538	0.024078001	0.034511165	2.407800096	0.959357093	1.053742857	-0.05822308	0.077060688	-4.06429065	5.374285725	0.844	0.984292354	FALSE	254962	254287.5	chr16	31203449	31203450	promoter	ORAI3	ORAI3	FBXL19	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.05	0.07	0.18	0.64	0.91	1	1	1	NA	NA	chr16:30959659-30959960	enh	"WTC11_Random_Screen_Crop_6177,WTC11_Random_Screen_Crop_6178,WTC11_Random_Screen_Crop_6179,WTC11_Random_Screen_Crop_6180,WTC11_Random_Screen_Crop_6181,WTC11_Random_Screen_Crop_6182,WTC11_Random_Screen_Crop_6183,WTC11_Random_Screen_Crop_6184,WTC11_Random_Screen_Crop_6185,WTC11_Random_Screen_Crop_6186,WTC11_Random_Screen_Crop_6187,WTC11_Random_Screen_Crop_6188,WTC11_Random_Screen_Crop_6189,WTC11_Random_Screen_Crop_6190,WTC11_Random_Screen_Crop_6191"	TRUE	0.987164915	FALSE	0.08	0.09	0.21	0.69	0.94	1	1	1	760	chr16	30948239	30948738	PYCARD|chr16:30948239-30948738	Other gene	0.003438089	0.005946309	0.366362237	0.001037354	0.007651007	0.119395872	NA
chr16:31476005-31476306	chr16	31476005	31476306	chr16:31487326-31487627	chr16	31487326	31487627	SEPHS2|chr16:31476005-31476306	SEPHS2|chr16:31487326-31487627	SEPHS2	ENSG00000179918	WTC11	0.99412333	-0.008503252	-0.587666961	0.026379308	0.038282269	2.6379308	0.942419887	1.045826774	-0.083536499	0.066529995	-5.75801133	4.582677407	0.844	0.984292354	FALSE	1030281	1030180.5	chr16	30446180	30446181	distal	NA	NA	TGFB1I1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.1	0.22	0.55	0.88	0.99	1	1	NA	NA	chr16:31487326-31487627	enh	"WTC11_Random_Screen_Crop_6493,WTC11_Random_Screen_Crop_6494,WTC11_Random_Screen_Crop_6495,WTC11_Random_Screen_Crop_6496,WTC11_Random_Screen_Crop_6497,WTC11_Random_Screen_Crop_6498,WTC11_Random_Screen_Crop_6499,WTC11_Random_Screen_Crop_6500,WTC11_Random_Screen_Crop_6501,WTC11_Random_Screen_Crop_6502,WTC11_Random_Screen_Crop_6503,WTC11_Random_Screen_Crop_6504,WTC11_Random_Screen_Crop_6505,WTC11_Random_Screen_Crop_6506,WTC11_Random_Screen_Crop_6507"	TRUE	0.987164915	FALSE	0.08	0.15	0.23	0.59	0.89	0.99	1	1	844	chr16	31475906	31476405	SEPHS2|chr16:31475906-31476405	Other gene	5.38E-04	0.005946309	0.082933038	5.34E-04	0.007651007	0.065221601	H3K27me3 element
chr17:7627626-7628126	chr17	7627626	7628126	chr17:7530944-7531444	chr17	7530944	7531444	CLDN7|chr17:7627626-7628126	CLDN7|chr17:7530944-7531444	CLDN7	ENSG00000181885	WTC11	1.002462848	0.003548771	0.246284829	0.012600165	0.018133536	1.260016518	0.977766525	1.027159172	-0.031992959	0.039090501	-2.223347546	2.715917205	0.844	0.984292354	FALSE	363892	364931	chr17	7263982	7263983	promoter	"SAT2,SHBG"	SAT2	"SHBG,SAT2"	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.08	0.12	0.27	0.74	0.97	1	1	1	NA	SAT2	SAT2_TSS	tss_random	"WTC11_Random_Screen_Crop_6918,WTC11_Random_Screen_Crop_6919,WTC11_Random_Screen_Crop_6920,WTC11_Random_Screen_Crop_6921,WTC11_Random_Screen_Crop_6922,WTC11_Random_Screen_Crop_6923,WTC11_Random_Screen_Crop_6924,WTC11_Random_Screen_Crop_6925,WTC11_Random_Screen_Crop_6926,WTC11_Random_Screen_Crop_6927,WTC11_Random_Screen_Crop_6928,WTC11_Random_Screen_Crop_6929,WTC11_Random_Screen_Crop_6930,WTC11_Random_Screen_Crop_6931,WTC11_Random_Screen_Crop_6932"	TRUE	0.987164915	FALSE	0.1	0.14	0.3	0.74	0.97	1	1	1	843	chr17	7627627	7628126	CLDN7|chr17:7627627-7628126	Other gene	0.002143182	0.005946309	0.264934117	8.76E-04	0.007651007	0.102716058	NA
chr17:7656987-7657288	chr17	7656987	7657288	chr17:7560305-7560606	chr17	7560305	7560606	MED31|chr17:7656987-7657288	MED31|chr17:7560305-7560606	MED31	ENSG00000108590	WTC11	0.992758055	-0.010485934	-0.724194542	0.033262146	0.048337189	3.326214632	0.927564248	1.057951861	-0.105226824	0.084254956	-7.243575222	5.795186138	0.844	0.984292354	FALSE	1005501	1005503.5	chr17	6651633	6651634	distal	NA	NA	ATP1B2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.05	0.05	0.15	0.47	0.74	0.98	0.99	1	NA	NA	chr17:7560305-7560606	enh	"WTC11_Random_Screen_Crop_6978,WTC11_Random_Screen_Crop_6979,WTC11_Random_Screen_Crop_6980,WTC11_Random_Screen_Crop_6981,WTC11_Random_Screen_Crop_6982,WTC11_Random_Screen_Crop_6983,WTC11_Random_Screen_Crop_6984,WTC11_Random_Screen_Crop_6985,WTC11_Random_Screen_Crop_6986,WTC11_Random_Screen_Crop_6987,WTC11_Random_Screen_Crop_6988,WTC11_Random_Screen_Crop_6989,WTC11_Random_Screen_Crop_6990,WTC11_Random_Screen_Crop_6991,WTC11_Random_Screen_Crop_6992"	TRUE	0.987164915	FALSE	0.08	0.08	0.16	0.5	0.78	0.98	0.99	1	651	chr17	7656888	7657387	MED31|chr17:7656888-7657387	Ubiq. expr. gene	5.55E-04	0.005946309	0.085426427	5.40E-04	0.007651007	0.065931305	High H3K27ac
chr17:8039340-8039641	chr17	8039340	8039641	chr17:7942658-7942959	chr17	7942658	7942959	TMEM107|chr17:8039340-8039641	TMEM107|chr17:7942658-7942959	TMEM107	ENSG00000179029	WTC11	1.007040508	0.010121716	0.704050776	0.037215242	0.053314881	3.721524177	0.934098634	1.079982382	-0.09437545	0.114618883	-6.590136612	7.998238163	0.844	0.984292354	FALSE	136909	136905.5	chr17	8176398	8176399	promoter	ALOX15B	ALOX15B	ALOX15B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.02	0.09	0.09	0.35	0.73	0.91	1	1	NA	NA	chr17:7942658-7942959	enh	"WTC11_Random_Screen_Crop_7128,WTC11_Random_Screen_Crop_7129,WTC11_Random_Screen_Crop_7130,WTC11_Random_Screen_Crop_7131,WTC11_Random_Screen_Crop_7132,WTC11_Random_Screen_Crop_7133,WTC11_Random_Screen_Crop_7134,WTC11_Random_Screen_Crop_7135,WTC11_Random_Screen_Crop_7136,WTC11_Random_Screen_Crop_7137,WTC11_Random_Screen_Crop_7138,WTC11_Random_Screen_Crop_7139,WTC11_Random_Screen_Crop_7140,WTC11_Random_Screen_Crop_7141,WTC11_Random_Screen_Crop_7142"	TRUE	0.987164915	FALSE	0.02	0.12	0.13	0.4	0.75	0.92	1	1	800	chr17	8039241	8039740	TMEM107|chr17:8039241-8039740	Ubiq. expr. gene	0.007853894	0.005946309	0.569114395	0.001394431	0.007651007	0.154158529	NA
chr17:8156371-8156672	chr17	8156371	8156672	chr17:8059689-8059990	chr17	8059689	8059990	PLSCR3|chr17:8156371-8156672	PLSCR3|chr17:8059689-8059990	PLSCR3	ENSG00000187838	WTC11	1.004855933	0.006988675	0.485593253	0.017577374	0.025236245	1.757737417	0.970404279	1.039307586	-0.042474365	0.056451715	-2.959572084	3.93075859	0.844	0.984292354	FALSE	761678	761678.5	chr17	7394842	7394843	promoter	PER1	NA	"PER1,AC129492.3"	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.1	0.11	0.32	0.67	0.87	0.99	1	1	NA	NA	chr17:8059689-8059990	enh	"WTC11_Random_Screen_Crop_7253,WTC11_Random_Screen_Crop_7254,WTC11_Random_Screen_Crop_7255,WTC11_Random_Screen_Crop_7256,WTC11_Random_Screen_Crop_7257,WTC11_Random_Screen_Crop_7258,WTC11_Random_Screen_Crop_7259,WTC11_Random_Screen_Crop_7260,WTC11_Random_Screen_Crop_7261,WTC11_Random_Screen_Crop_7262,WTC11_Random_Screen_Crop_7263,WTC11_Random_Screen_Crop_7264,WTC11_Random_Screen_Crop_7265,WTC11_Random_Screen_Crop_7266,WTC11_Random_Screen_Crop_7267"	TRUE	0.987164915	FALSE	0.12	0.12	0.33	0.71	0.88	0.99	1	1	765	chr17	8156272	8156771	PLSCR3|chr17:8156272-8156771	Other gene	8.03E-04	0.005946309	0.119009939	6.16E-04	0.007651007	0.074549598	NA
chr20:50344438-50344739	chr20	50344438	50344739	chr20:48960975-48961276	chr20	48960975	48961276	UBE2V1|chr20:50344438-50344739	UBE2V1|chr20:48960975-48961276	UBE2V1	ENSG00000244687	WTC11	1.001311042	0.001890195	0.131104173	0.009430441	0.013587437	0.943044083	0.982827378	1.019794706	-0.024741181	0.02852157	-1.71726223	1.979470576	0.844	0.984292354	FALSE	228629	231390.5	chr20	50115958	50115959	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.23	0.2	0.36	0.87	1	1	1	1	NA	NA	chr20:48960975-48961276	enh	"WTC11_Random_Screen_Crop_12010,WTC11_Random_Screen_Crop_12011,WTC11_Random_Screen_Crop_12012,WTC11_Random_Screen_Crop_12013,WTC11_Random_Screen_Crop_12014,WTC11_Random_Screen_Crop_12015,WTC11_Random_Screen_Crop_12016,WTC11_Random_Screen_Crop_12017,WTC11_Random_Screen_Crop_12018,WTC11_Random_Screen_Crop_12019,WTC11_Random_Screen_Crop_12020,WTC11_Random_Screen_Crop_12021,WTC11_Random_Screen_Crop_12022,WTC11_Random_Screen_Crop_12023,WTC11_Random_Screen_Crop_12024"	TRUE	0.987164915	FALSE	0.23	0.24	0.4	0.89	1	1	1	1	827	chr20	50344339	50344838	UBE2V1|chr20:50344339-50344838	Other gene	0.003973896	0.005946309	0.400586067	0.001092573	0.007651007	0.124957205	CTCF element
